Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,29.100000381469727,29.299999237060547,29.0,29.0,26.30533790588379,684056
2020-01-03,29.200000762939453,29.200000762939453,28.200000762939453,28.299999237060547,25.670379638671875,1104450
2020-01-06,28.299999237060547,28.75,27.950000762939453,28.25,25.62502670288086,509121
2020-01-07,28.149999618530273,28.25,27.850000381469727,28.049999237060547,25.4436092376709,411330
2020-01-08,28.049999237060547,28.049999237060547,27.25,27.600000381469727,25.035425186157227,577500
2020-01-09,27.649999618530273,28.299999237060547,27.600000381469727,28.299999237060547,25.670379638671875,414700
2020-01-10,29.799999237060547,29.799999237060547,28.75,28.75,26.078567504882812,1543350
2020-01-13,29.549999237060547,29.649999618530273,28.799999237060547,28.799999237060547,26.12392234802246,1248400
2020-01-14,29.0,29.0,28.75,28.850000381469727,26.169275283813477,421400
2020-01-15,28.850000381469727,29.100000381469727,28.200000762939453,28.350000381469727,25.715736389160156,640054
2020-01-16,28.5,28.75,28.25,28.700000762939453,26.033214569091797,655550
2020-01-17,29.0,30.0,29.0,29.299999237060547,26.57746124267578,2165837
2020-01-20,29.799999237060547,30.799999237060547,29.299999237060547,30.350000381469727,27.529897689819336,3363657
2020-01-30,28.649999618530273,29.799999237060547,28.200000762939453,29.0,26.30533790588379,2414990
2020-01-31,29.299999237060547,30.100000381469727,28.899999618530273,30.0,27.21241569519043,1777750
2020-02-03,29.200000762939453,29.649999618530273,28.700000762939453,29.200000762939453,26.486753463745117,1318563
2020-02-04,29.049999237060547,30.25,28.899999618530273,30.25,27.439189910888672,2387047
2020-02-05,30.399999618530273,30.450000762939453,29.600000381469727,30.049999237060547,27.25777244567871,1573827
2020-02-06,30.450000762939453,32.54999923706055,30.450000762939453,30.950000762939453,28.074146270751953,8000784
2020-02-07,30.799999237060547,31.75,30.25,31.350000381469727,28.436979293823242,2367700
2020-02-10,31.25,32.20000076293945,30.899999618530273,31.899999618530273,28.935871124267578,2603394
2020-02-11,31.899999618530273,32.099998474121094,31.049999237060547,31.350000381469727,28.436979293823242,1916000
2020-02-12,31.899999618530273,32.5,31.149999618530273,31.399999618530273,28.482332229614258,3200510
2020-02-13,31.149999618530273,31.350000381469727,30.600000381469727,30.799999237060547,27.93808364868164,1698617
2020-02-14,30.899999618530273,31.350000381469727,30.899999618530273,31.0,28.11949920654297,982225
2020-02-17,30.899999618530273,31.299999237060547,30.5,30.649999618530273,27.802021026611328,790700
2020-02-18,30.649999618530273,31.049999237060547,30.5,30.549999237060547,27.71131134033203,637495
2020-02-19,30.700000762939453,30.75,30.25,30.399999618530273,27.57524871826172,853725
2020-02-20,30.5,30.950000762939453,30.299999237060547,30.399999618530273,27.57524871826172,656249
2020-02-21,30.399999618530273,30.399999618530273,29.5,29.75,26.985647201538086,1570636
2020-02-24,29.600000381469727,29.899999618530273,29.200000762939453,29.799999237060547,27.031002044677734,933080
2020-02-25,29.350000381469727,29.899999618530273,29.0,29.75,26.985647201538086,1056449
2020-02-26,29.450000762939453,30.700000762939453,29.450000762939453,30.350000381469727,27.529897689819336,1367792
2020-02-27,30.700000762939453,30.75,29.149999618530273,29.149999618530273,26.4414005279541,1587600
2020-03-02,28.100000381469727,29.950000762939453,28.049999237060547,29.600000381469727,26.849586486816406,1303984
2020-03-03,29.950000762939453,30.549999237060547,29.899999618530273,30.0,27.21241569519043,1017208
2020-03-04,29.899999618530273,30.600000381469727,29.850000381469727,30.5,27.665958404541016,1052626
2020-03-05,30.5,30.850000381469727,30.5,30.700000762939453,27.847375869750977,660760
2020-03-06,30.700000762939453,31.299999237060547,30.350000381469727,31.049999237060547,28.164852142333984,1096977
2020-03-09,31.049999237060547,31.100000381469727,30.0,30.350000381469727,27.529897689819336,1706302
2020-03-10,29.450000762939453,30.25,29.350000381469727,30.25,27.439189910888672,1691507
2020-03-11,29.649999618530273,30.399999618530273,29.350000381469727,29.450000762939453,26.713523864746094,1365222
2020-03-12,29.399999618530273,29.399999618530273,27.0,27.549999237060547,24.990070343017578,2413736
2020-03-13,24.799999237060547,25.75,24.799999237060547,25.399999618530273,23.03984832763672,2252492
2020-03-16,25.600000381469727,25.799999237060547,24.0,24.200000762939453,21.951351165771484,1718209
2020-03-17,22.399999618530273,24.0,22.399999618530273,22.649999618530273,20.545373916625977,1285242
2020-03-18,23.049999237060547,23.299999237060547,22.049999237060547,22.149999618530273,20.091835021972656,1041994
2020-03-19,21.5,21.5,19.950000762939453,19.950000762939453,18.09625816345215,2058720
2020-03-20,20.25,21.649999618530273,20.25,21.399999618530273,19.411523818969727,1375100
2020-03-23,20.350000381469727,21.200000762939453,19.600000381469727,21.200000762939453,19.2301082611084,727696
2020-03-24,21.600000381469727,22.600000381469727,21.200000762939453,22.600000381469727,20.500022888183594,936250
2020-03-25,23.100000381469727,23.950000762939453,23.100000381469727,23.600000381469727,21.407102584838867,804100
2020-03-26,23.850000381469727,24.049999237060547,22.850000381469727,23.799999237060547,21.588518142700195,738608
2020-03-27,24.75,24.899999618530273,23.950000762939453,24.100000381469727,21.86064338684082,915198
2020-03-30,23.649999618530273,24.149999618530273,23.149999618530273,24.149999618530273,21.90599822998047,551000
2020-03-31,24.649999618530273,24.899999618530273,24.149999618530273,24.299999237060547,22.042057037353516,705300
